Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
GPU,,Nvidia,GTX 750-Ti,173,18.3,239369,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,02G-P4-3753-KR,EVGA,EVGA GTX 750 Ti 2GB SC,173,18.3,239369,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,GTX750TI-OC-2GD5,Asus,ASUS GTX 750 Ti 2GB OC,173,18.3,239369,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,N750TI-2GD5TLP,MSI,MSI GTX 750 Ti 2GB,173,18.3,239369,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,N750TI TF 2GD5/OC,MSI,MSI GTX 750 Ti 2GB Gaming,173,18.3,239369,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,02G-P4-3751-KR,EVGA,EVGA GTX 750 Ti 2GB,173,18.3,239369,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,02G-P4-3757-KR,EVGA,EVGA GTX 750 Ti 2GB FTW,173,18.3,239369,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,GV-N75TOC2-2GI,Gigabyte,Gigabyte GTX 750 Ti 2GB OC 2,173,18.3,239369,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,GV-N75TOC-1GI,Gigabyte,Gigabyte GTX 750 Ti 2GB,173,18.3,239369,https://gpu.userbenchmark.com/Nvidia-GTX-750-Ti/Rating/2187
GPU,,Nvidia,GTX 960M,174,17.6,58669,https://gpu.userbenchmark.com/SpeedTest/27242/NVIDIA-GeForce-GTX-960M
GPU,,AMD,R7 360,175,17.5,19366,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,R7 360 2GD5 OC,MSI,MSI R7 360 2G OC,175,17.5,19366,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,11243-00-20G,Sapphire,Sapphire R7 360 2GB OC,175,17.5,19366,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,11243-05-20G,Sapphire,Sapphire R7 360 2GB NITRO,175,17.5,19366,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,GV-R736OC-2GD,Gigabyte,Gigabyte R7 360 2GB,175,17.5,19366,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,GV-R736OC-2GD REV2.0,Gigabyte,Gigabyte R7 360 2GB V2,175,17.5,19366,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,R7-360P-2SF5,XFX,XFX R7 360 2GB 360P,175,17.5,19366,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,R7360-OC-2GD5-V2,Asus,Asus R7 360 2GB OC V2,175,17.5,19366,https://gpu.userbenchmark.com/AMD-R7-360/Rating/3572
GPU,,Nvidia,GTX 770M,176,17.3,4794,https://gpu.userbenchmark.com/SpeedTest/7724/NVIDIA-GeForce-GTX-770M
GPU,,Nvidia,Quadro K2200,177,17.2,9730,https://gpu.userbenchmark.com/Nvidia-Quadro-K2200/Rating/2839
GPU,,Nvidia,GTX 560 Ti,178,17.1,33876,https://gpu.userbenchmark.com/Nvidia-GTX-560-Ti/Rating/2180
GPU,,AMD,Radeon HD 8950,179,16.7,458,https://gpu.userbenchmark.com/SpeedTest/8897/AMD-Radeon-HD-8950
GPU,,AMD,FirePro M6100 (FireGL V),180,16.5,220,https://gpu.userbenchmark.com/SpeedTest/10287/AMD-FirePro-M6100-FireGL-V
GPU,,Nvidia,Quadro K5000M,181,16.4,298,https://gpu.userbenchmark.com/SpeedTest/11324/NVIDIA-Quadro-K5000M
GPU,,Nvidia,GTX 860M,182,16.3,16253,https://gpu.userbenchmark.com/SpeedTest/8647/NVIDIA-GeForce-GTX-860M
GPU,,AMD,RX Vega 11 (Ryzen iGPU),183,16.3,39329,https://gpu.userbenchmark.com/SpeedTest/401440/AMD-RadeonTM-RX-Vega-11-Graphics
GPU,,AMD,HD 5970 (Crossfire Disabled),184,16.2,1257,https://gpu.userbenchmark.com/SpeedTest/7906/AMD-Radeon-HD-5900
GPU,,Parallels,Display Adapter (WDDM),185,15.8,2971,https://gpu.userbenchmark.com/SpeedTest/7878/Parallels-Display-Adapter-WDDM
GPU,,Nvidia,GTX 675MX,186,15.7,473,https://gpu.userbenchmark.com/SpeedTest/10174/NVIDIA-GeForce-GTX-675MX
GPU,,Nvidia,GTX 650-Ti,187,15.5,29811,https://gpu.userbenchmark.com/Nvidia-GTX-650-Ti/Rating/2189
GPU,,AMD,HD 5850,188,15.4,11922,https://gpu.userbenchmark.com/SpeedTest/7680/AMD-Radeon-HD-5800
GPU,,Nvidia,GTX 750,189,15.3,45464,https://gpu.userbenchmark.com/Nvidia-GTX-750/Rating/3162
GPU,01G-P4-2751-KR,EVGA,EVGA GTX 750 1GB Dual-Link,189,15.3,45464,https://gpu.userbenchmark.com/Nvidia-GTX-750/Rating/3162
GPU,01G-P4-2753-KR,EVGA,EVGA GTX 750 1GB Dual-Link SC,189,15.3,45464,https://gpu.userbenchmark.com/Nvidia-GTX-750/Rating/3162
GPU,,Nvidia,GTX 950M,190,15.2,34859,https://gpu.userbenchmark.com/SpeedTest/27713/NVIDIA-GeForce-GTX-950M
GPU,,Nvidia,GTX 850M,191,15.1,11062,https://gpu.userbenchmark.com/SpeedTest/9138/NVIDIA-GeForce-GTX-850M
GPU,,AMD,HD 6870,192,15.1,22723,https://gpu.userbenchmark.com/SpeedTest/7744/AMD-Radeon-HD-6800
GPU,,Nvidia,GeForce GTX 470,193,15,5305,https://gpu.userbenchmark.com/SpeedTest/7820/NVIDIA-GeForce-GTX-470
GPU,,Nvidia,MX150-0,194,14.8,23129,https://gpu.userbenchmark.com/SpeedTest/332822/NVIDIA-GeForce-MX150
GPU,,Nvidia,GT 1030,195,14.7,106520,https://gpu.userbenchmark.com/SpeedTest/283726/NVIDIA-GeForce-GT-1030
GPU,,Nvidia,GeForce GTX 580M,196,14.6,287,https://gpu.userbenchmark.com/SpeedTest/7757/NVIDIA-GeForce-GTX-580M
GPU,,Nvidia,GeForce MX250,197,14.6,5917,https://gpu.userbenchmark.com/SpeedTest/762458/NVIDIA-GeForce-MX250
GPU,,Nvidia,GTX 560 Ti-OEM,198,14.5,1181,https://gpu.userbenchmark.com/SpeedTest/9203/NVIDIA-GeForce-GTX-560-Ti
GPU,,Nvidia,GTX 560,199,14.3,19613,https://gpu.userbenchmark.com/Nvidia-GTX-560/Rating/3155
GPU,,Nvidia,GTX 460 v2,200,14.2,576,https://gpu.userbenchmark.com/SpeedTest/9101/NVIDIA-GeForce-GTX-460-v2
GPU,,Nvidia,GTX 765M,201,14.2,6845,https://gpu.userbenchmark.com/SpeedTest/7742/NVIDIA-GeForce-GTX-765M
GPU,,Nvidia,Quadro 6000,202,13.9,1151,https://gpu.userbenchmark.com/SpeedTest/7657/NVIDIA-Quadro-6000
GPU,,Nvidia,GTX 675M,203,13.8,799,https://gpu.userbenchmark.com/SpeedTest/8829/NVIDIA-GeForce-GTX-675M
GPU,,Nvidia,Quadro K1200,204,13.5,2746,https://gpu.userbenchmark.com/SpeedTest/28490/NVIDIA-Quadro-K1200
GPU,,Nvidia,Quadro K4000,205,13.1,7442,https://gpu.userbenchmark.com/SpeedTest/7730/NVIDIA-Quadro-K4000
GPU,,AMD,RX 550,206,13.1,14939,https://gpu.userbenchmark.com/AMD-RX-550/Rating/3925
GPU,,AMD,FirePro V7900 (FireGL V),207,12.8,419,https://gpu.userbenchmark.com/SpeedTest/9001/AMD-FirePro-V7900-FireGL-V
GPU,,AMD,HD 5830,208,12.7,2242,https://gpu.userbenchmark.com/SpeedTest/8247/AMD-Radeon-HD-5800
GPU,,AMD,HD 7770,209,12.7,31155,https://gpu.userbenchmark.com/SpeedTest/7710/AMD-Radeon-HD-7700
GPU,,Nvidia,GTX 460,210,12.5,25330,https://gpu.userbenchmark.com/Nvidia-GTX-460/Rating/2167
GPU,,Nvidia,Quadro K4000M,211,12.5,667,https://gpu.userbenchmark.com/SpeedTest/8941/NVIDIA-Quadro-K4000M
GPU,,AMD,Radeon HD 8760,212,12.5,181,https://gpu.userbenchmark.com/SpeedTest/12506/AMD-Radeon-HD-8760
GPU,,AMD,R7 250X,213,12.4,10618,https://gpu.userbenchmark.com/SpeedTest/8719/AMD-Radeon-R7-200
GPU,,Intel,Iris Pro 580 (Mobile Skylake),214,12.3,765,https://gpu.userbenchmark.com/SpeedTest/132950/IntelR-IrisTM-Pro-Graphics-580
GPU,,Nvidia,GTX 465,215,12.1,1237,https://gpu.userbenchmark.com/SpeedTest/8000/NVIDIA-GeForce-GTX-465
GPU,,Nvidia,GeForce GTX 555,216,12,630,https://gpu.userbenchmark.com/SpeedTest/10555/NVIDIA-GeForce--GTX-555
GPU,,Nvidia,GTX 670MX,217,12,1835,https://gpu.userbenchmark.com/SpeedTest/7874/NVIDIA-GeForce-GTX-670MX
GPU,,Nvidia,GeForce GTX 560 SE,218,11.8,1378,https://gpu.userbenchmark.com/SpeedTest/10488/NVIDIA-GeForce-GTX-560-SE
GPU,,AMD,HD 6850,219,11.8,24953,https://gpu.userbenchmark.com/SpeedTest/7743/AMD-Radeon-HD-6800
GPU,,Nvidia,GeForce GTX 485M,220,11.7,51,https://gpu.userbenchmark.com/SpeedTest/10025/NVIDIA-GeForce-GTX-485M
GPU,,Nvidia,GTX 760M,221,11.5,1456,https://gpu.userbenchmark.com/SpeedTest/9587/NVIDIA-GeForce-GTX-760M
GPU,,Nvidia,Quadro K3100M,222,11.4,2504,https://gpu.userbenchmark.com/SpeedTest/8639/NVIDIA-Quadro-K3100M
GPU,,Intel,Iris Plus G7,223,11.4,22889,https://gpu.userbenchmark.com/SpeedTest/888370/IntelR-IrisR-Plus-Graphics
GPU,,Nvidia,MX150-2,224,11.4,4184,https://gpu.userbenchmark.com/SpeedTest/309890/NVIDIA-GeForce-MX150
GPU,,AMD,RX Vega 10 (Ryzen iGPU),225,11.1,438,https://gpu.userbenchmark.com/SpeedTest/432559/AMD-RadeonTM-Vega-10-Mobile-Graphics
GPU,,Nvidia,GeForce GTX 295 (SLI Disabled),226,11.1,933,https://gpu.userbenchmark.com/SpeedTest/7987/NVIDIA-GeForce-GTX-295
GPU,,ATI,Radeon HD 5700,227,10.8,20,https://gpu.userbenchmark.com/SpeedTest/15646/ATI-Radeon-HD-5700-Series
GPU,,Nvidia,Quadro K620,228,10.8,11404,https://gpu.userbenchmark.com/Nvidia-Quadro-K620/Rating/2840
GPU,,Nvidia,GeForce MX230,229,10.6,3460,https://gpu.userbenchmark.com/SpeedTest/746237/NVIDIA-GeForce-MX230
GPU,,AMD,HD 5770,230,10.6,32811,https://gpu.userbenchmark.com/SpeedTest/7752/AMD-Radeon-HD-5700
GPU,,Nvidia,GTX 670M,231,10.6,2467,https://gpu.userbenchmark.com/SpeedTest/7956/NVIDIA-GeForce-GTX-670M
GPU,,Nvidia,GTX 460 SE,232,10.5,2858,https://gpu.userbenchmark.com/SpeedTest/7703/NVIDIA-GeForce-GTX-460-SE
GPU,,AMD,R9 M370X,233,10.5,891,https://gpu.userbenchmark.com/SpeedTest/30774/AMD-Radeon-R9-M370X
GPU,,AMD,HD 6790,234,10.4,3286,https://gpu.userbenchmark.com/SpeedTest/8056/AMD-Radeon-HD-6700
GPU,,AMD,Radeon HD 6770,235,10.3,13765,https://gpu.userbenchmark.com/SpeedTest/7704/AMD-Radeon-HD-6700
GPU,,AMD,RX Vega 8 (Ryzen iGPU),236,10.3,69559,https://gpu.userbenchmark.com/SpeedTest/441833/AMD-RadeonTM-Vega-8-Graphics
GPU,,AMD,FirePro M6000,237,10.1,217,https://gpu.userbenchmark.com/SpeedTest/7770/AMD-ATI-FirePro-M6000-FireGL-V-Mobility-Pro-Graphics
GPU,,ATI,HD 4890,238,10.1,127,https://gpu.userbenchmark.com/SpeedTest/7789/ATI-Radeon-HD-4800
GPU,,Nvidia,Quadro 5000,239,10.1,2358,https://gpu.userbenchmark.com/SpeedTest/9708/NVIDIA-Quadro-5000
GPU,,AMD,HD 6970M,240,10.1,1257,https://gpu.userbenchmark.com/SpeedTest/8552/AMD-Radeon-HD-6900M
GPU,,Nvidia,GeForce GTX 645,241,10.1,3597,https://gpu.userbenchmark.com/SpeedTest/8982/NVIDIA-GeForce-GTX-645
GPU,,Nvidia,MX130,242,10,9383,https://gpu.userbenchmark.com/SpeedTest/439531/NVIDIA-GeForce-MX130
GPU,,Nvidia,GTX 745 (OEM),243,9.93,21248,https://gpu.userbenchmark.com/Nvidia-GTX-745-OEM/Rating/2638
GPU,,Nvidia,GeForce GT 755M,244,9.91,3142,https://gpu.userbenchmark.com/SpeedTest/7727/NVIDIA-GeForce-GT-755M
GPU,,AMD,Radeon 540,245,9.86,130,https://gpu.userbenchmark.com/SpeedTest/316090/RadeonTM-540-Graphics
GPU,,Nvidia,940MX,246,9.83,28142,https://gpu.userbenchmark.com/SpeedTest/88506/NVIDIA-GeForce-940MX
GPU,,Nvidia,GTX 940M,247,9.81,12053,https://gpu.userbenchmark.com/SpeedTest/28796/NVIDIA-GeForce-940M
GPU,,Asus,EAH6770,248,9.78,99,https://gpu.userbenchmark.com/SpeedTest/7880/ASUS-EAH6770
GPU,,Nvidia,GeForce GTX 570M,249,9.68,566,https://gpu.userbenchmark.com/SpeedTest/10161/NVIDIA-GeForce-GTX-570M
GPU,,AMD,FirePro M5100 (FireGL V),250,9.67,275,https://gpu.userbenchmark.com/SpeedTest/12267/AMD-FirePro-M5100-FireGL-V
GPU,,Intel,Iris Pro HD 6200 (Desktop),251,9.62,998,https://gpu.userbenchmark.com/SpeedTest/30277/IntelR-IrisTM-Pro-Graphics-6200
GPU,,Nvidia,GeForce GTX 285,252,9.59,2240,https://gpu.userbenchmark.com/SpeedTest/7733/NVIDIA-GeForce-GTX-285
GPU,,AMD,FirePro M8900,253,9.57,177,https://gpu.userbenchmark.com/SpeedTest/9032/AMD-ATI-FirePro-M8900-FireGL-Mobility-Pro-Graphics
GPU,,Nvidia,GeForce 840M,254,9.4,16780,https://gpu.userbenchmark.com/SpeedTest/8643/NVIDIA-GeForce-840M
GPU,,Intel, Iris Plus 650 (Mobile Kaby Lake),255,9.27,1504,https://gpu.userbenchmark.com/SpeedTest/367939/IntelR-IrisR-Plus-Graphics-650
GPU,,Nvidia,GTX 275,256,9.25,2423,https://gpu.userbenchmark.com/Nvidia-GTX-275/Rating/3261
GPU,,Nvidia,GTX 550-Ti,257,9.17,46224,https://gpu.userbenchmark.com/Nvidia-GTX-550-Ti/Rating/3161
GPU,,AMD,Radeon HD 7800M,258,9.09,403,https://gpu.userbenchmark.com/SpeedTest/10077/AMD-Radeon-HD-7800M
GPU,,ATI,FirePro V5800 (FireGL V),259,8.64,344,https://gpu.userbenchmark.com/SpeedTest/12336/ATI-FirePro-V5800-FireGL-V
GPU,,Nvidia,GeForce GTX 280,260,8.63,1217,https://gpu.userbenchmark.com/SpeedTest/8413/NVIDIA-GeForce-GTX-280
GPU,,AMD,Mobility Radeon HD 5870,261,8.63,2796,https://gpu.userbenchmark.com/SpeedTest/8764/AMD-Mobility-Radeon-HD-5800
GPU,,Nvidia,GTX 650,262,8.63,53081,https://gpu.userbenchmark.com/Nvidia-GTX-650/Rating/3154
GPU,,ATI,HD 4870,263,8.62,17749,https://gpu.userbenchmark.com/SpeedTest/7788/ATI-Radeon-HD-4800
GPU,,Nvidia,930MX,264,8.62,5392,https://gpu.userbenchmark.com/SpeedTest/155423/NVIDIA-GeForce-930MX
GPU,,Nvidia,GeForce GT 750M,265,8.59,10971,https://gpu.userbenchmark.com/SpeedTest/7928/NVIDIA-GeForce-GT-750M
GPU,,Intel,Iris 550 (Mobile Skylake),266,8.59,649,https://gpu.userbenchmark.com/SpeedTest/129148/IntelR-IrisTM-Graphics-550
GPU,,Nvidia,GeForce GTX 480M,267,8.41,26,https://gpu.userbenchmark.com/SpeedTest/20276/NVIDIA-GeForce-GTX-480M
GPU,,Nvidia,Quadro FX 5800,268,8.4,605,https://gpu.userbenchmark.com/SpeedTest/10447/NVIDIA-Quadro-FX-5800
GPU,,AMD,R7 250,269,8.33,20279,https://gpu.userbenchmark.com/SpeedTest/8217/AMD-Radeon-R7-200
GPU,,Nvidia,Quadro 4000M,270,8.27,972,https://gpu.userbenchmark.com/SpeedTest/11532/NVIDIA-Quadro-4000M
GPU,,AMD,HD 5750,271,8.26,10320,https://gpu.userbenchmark.com/SpeedTest/7753/AMD-Radeon-HD-5700
GPU,,Nvidia,Quadro K3000M,272,8.11,2047,https://gpu.userbenchmark.com/SpeedTest/8326/NVIDIA-Quadro-K3000M
GPU,,AMD,R7 250E,273,8.05,8564,https://gpu.userbenchmark.com/SpeedTest/8884/AMD-Radeon-R7-200
GPU,,Nvidia,GeForce GT 740,274,8.02,22675,https://gpu.userbenchmark.com/SpeedTest/13294/NVIDIA-GeForce-GT-740
GPU,,AMD,Radeon HD 6700,275,8.01,3334,https://gpu.userbenchmark.com/SpeedTest/9272/AMD-Radeon-HD-6700
GPU,,Intel,Iris Plus 640 (Mobile Kaby Lake),276,7.93,6321,https://gpu.userbenchmark.com/SpeedTest/262015/IntelR-IrisTM-Plus-Graphics-640
GPU,,ATI,Radeon HD 4850,277,7.92,943,https://gpu.userbenchmark.com/SpeedTest/7790/ATI-Radeon-HD-4800
GPU,,ATI,Radeon HD 4850-X2,278,7.84,88,https://gpu.userbenchmark.com/SpeedTest/11246/ATI-Radeon-HD-4850-X2
GPU,,Nvidia,GeForce GT 745M,279,7.77,455,https://gpu.userbenchmark.com/SpeedTest/8211/NVIDIA-GeForce-GT-745M
GPU,,Nvidia,GeForce 9800 GTX,280,7.76,3311,https://gpu.userbenchmark.com/SpeedTest/8342/NVIDIA-GeForce-9800-GTX9800-GTX-
GPU,,Nvidia,GeForce GTS 450,281,7.76,22394,https://gpu.userbenchmark.com/SpeedTest/7762/NVIDIA-GeForce-GTS-450
GPU,,AMD,HD 7750,282,7.68,19804,https://gpu.userbenchmark.com/SpeedTest/7709/AMD-Radeon-HD-7700
GPU,,Nvidia,GTX 660M,283,7.64,6681,https://gpu.userbenchmark.com/SpeedTest/7749/NVIDIA-GeForce-GTX-660M
GPU,,Nvidia,Quadro K2000,284,7.63,9005,https://gpu.userbenchmark.com/SpeedTest/8356/NVIDIA-Quadro-K2000
GPU,,Nvidia,Quadro K2100M,285,7.62,5694,https://gpu.userbenchmark.com/SpeedTest/7811/NVIDIA-Quadro-K2100M
GPU,,AMD,RX Vega 6 (Ryzen iGPU),286,7.58,1946,https://gpu.userbenchmark.com/SpeedTest/511817/AMD-RadeonTM-Vega-6-Graphics
GPU,,Nvidia,GeForce GTX 560M,287,7.56,4749,https://gpu.userbenchmark.com/SpeedTest/7964/NVIDIA-GeForce-GTX-560M
GPU,,Nvidia,GTX 260,288,7.53,10958,https://gpu.userbenchmark.com/Nvidia-GTX-260/Rating/3160
GPU,,Intel,Iris Plus G4,289,7.51,5514,https://gpu.userbenchmark.com/SpeedTest/921079/IntelR-IrisR-Plus-Graphics
GPU,,ATI,Radeon HD 4800,290,7.29,110,https://gpu.userbenchmark.com/SpeedTest/8124/ATI-Radeon-HD-4800
GPU,,AMD,Radeon HD 7700M,291,7.24,493,https://gpu.userbenchmark.com/SpeedTest/11261/AMD-Radeon-HD-7700M
GPU,,ATI,Radeon HD 4770,292,7.19,1356,https://gpu.userbenchmark.com/SpeedTest/8796/ATI-Radeon-HD-4770
GPU,,Intel,Iris 540 (Mobile Skylake),293,7.17,4571,https://gpu.userbenchmark.com/SpeedTest/37386/IntelR-IrisTM-Graphics-540
GPU,,Nvidia,GeForce GTS 250,294,7.12,13936,https://gpu.userbenchmark.com/SpeedTest/7741/NVIDIA-GeForce-GTS-250
GPU,,Nvidia,GeForce 8800 GTS-512,295,7.12,1114,https://gpu.userbenchmark.com/SpeedTest/8016/NVIDIA-GeForce-8800-GTS-512
GPU,,AMD,FirePro M4000,296,7.09,1259,https://gpu.userbenchmark.com/SpeedTest/8394/AMD-FirePro-M4000
GPU,,Nvidia,GeForce GT 640,297,6.99,26826,https://gpu.userbenchmark.com/SpeedTest/7731/NVIDIA-GeForce-GT-640
GPU,,Nvidia,GeForce GT 650M,298,6.97,10055,https://gpu.userbenchmark.com/SpeedTest/7754/NVIDIA-GeForce-GT-650M
GPU,,Nvidia,Quadro FX 3800M,299,6.91,316,https://gpu.userbenchmark.com/SpeedTest/9394/NVIDIA-Quadro-FX-3800M
GPU,,Nvidia,GeForce GTX 460M,300,6.91,2478,https://gpu.userbenchmark.com/SpeedTest/8234/NVIDIA-GeForce-GTX-460M
GPU,,Nvidia,GeForce 830M,301,6.87,991,https://gpu.userbenchmark.com/SpeedTest/25102/NVIDIA-GeForce-830M
GPU,,Nvidia,Quadro 4000,302,6.84,10685,https://gpu.userbenchmark.com/SpeedTest/7693/NVIDIA-Quadro-4000
GPU,,AMD,Mobility Radeon HD 5850,303,6.8,1160,https://gpu.userbenchmark.com/SpeedTest/8789/AMD-Mobility-Radeon-HD-5800
GPU,,AMD,Radeon  530,304,6.66,2346,https://gpu.userbenchmark.com/SpeedTest/375394/Radeon-TM-530
GPU,,Nvidia,Quadro FX 3800,305,6.6,2847,https://gpu.userbenchmark.com/SpeedTest/7804/NVIDIA-Quadro-FX-3800
GPU,,AMD,HD 7730,306,6.58,2609,https://gpu.userbenchmark.com/SpeedTest/8038/AMD-Radeon-HD-7700
GPU,,Nvidia,GeForce GTS 240,307,6.54,877,https://gpu.userbenchmark.com/SpeedTest/8940/NVIDIA-GeForce-GTS-240
GPU,,ATI,FirePro M7740,308,6.53,174,https://gpu.userbenchmark.com/SpeedTest/8759/ATI-FirePro-M7740
GPU,,Nvidia,GeForce GTX 285M,309,6.53,109,https://gpu.userbenchmark.com/SpeedTest/10715/NVIDIA-GeForce-GTX-285M
GPU,,AMD,Radeon HD 8570,310,6.52,2801,https://gpu.userbenchmark.com/SpeedTest/9843/AMD-Radeon-HD-8570
GPU,,AMD,FirePro V4900,311,6.48,1656,https://gpu.userbenchmark.com/AMD-FirePro-V4900/Rating/2843
GPU,,AMD,Radeon R7 Graphics,312,6.46,18387,https://gpu.userbenchmark.com/SpeedTest/8791/AMD-RadeonTM-R7-Graphics
GPU,,Intel,Iris Pro HD 6100 (Mobile),313,6.43,4300,https://gpu.userbenchmark.com/SpeedTest/25925/IntelR-IrisTM-Pro-Graphics-6100
GPU,,Nvidia,GeForce GTX 280M,314,6.39,139,https://gpu.userbenchmark.com/SpeedTest/13363/NVIDIA-GeForce-GTX-280M
GPU,,AMD,FirePro V5900 (FireGL V),315,6.35,1214,https://gpu.userbenchmark.com/SpeedTest/10203/AMD-FirePro-V5900-FireGL-V
GPU,,Nvidia,MX110,316,6.34,3318,https://gpu.userbenchmark.com/SpeedTest/499472/NVIDIA-GeForce-MX110
GPU,,Nvidia,GeForce 8800 Ultra,317,6.29,100,https://gpu.userbenchmark.com/SpeedTest/14944/NVIDIA-GeForce-8800-Ultra
GPU,,Nvidia,GeForce 8800 GT,318,6.23,4705,https://gpu.userbenchmark.com/SpeedTest/7722/NVIDIA-GeForce-8800-GT
GPU,,Intel,HD 6000 (Mobile),319,6.21,3694,https://gpu.userbenchmark.com/SpeedTest/24946/IntelR-HD-Graphics-6000
GPU,,Nvidia,Quadro 2000,320,6.13,12199,https://gpu.userbenchmark.com/SpeedTest/7708/NVIDIA-Quadro-2000
GPU,,Nvidia,GeForce GT 740M,321,6.11,11499,https://gpu.userbenchmark.com/SpeedTest/7671/NVIDIA-GeForce-GT-740M
GPU,,Nvidia,GeForce GT 545,322,5.98,2415,https://gpu.userbenchmark.com/SpeedTest/9908/NVIDIA-GeForce-GT-545
GPU,,Nvidia,GeForce GT 635,323,5.95,2487,https://gpu.userbenchmark.com/SpeedTest/8246/NVIDIA-GeForce-GT-635
GPU,,Nvidia,920MX,324,5.95,7265,https://gpu.userbenchmark.com/SpeedTest/167104/NVIDIA-GeForce-920MX
GPU,,Nvidia,Quadro K2000M,325,5.95,3382,https://gpu.userbenchmark.com/SpeedTest/8574/NVIDIA-Quadro-K2000M
GPU,,AMD,Radeon HD 6670,326,5.88,22700,https://gpu.userbenchmark.com/SpeedTest/7738/AMD-Radeon-HD-6670
GPU,,Nvidia,Quadro K1100M,327,5.78,3929,https://gpu.userbenchmark.com/SpeedTest/10244/NVIDIA-Quadro-K1100M
GPU,,Nvidia,Quadro 3000M,328,5.76,1668,https://gpu.userbenchmark.com/SpeedTest/8172/NVIDIA-Quadro-3000M
GPU,,Intel,UHD G1,329,5.75,24874,https://gpu.userbenchmark.com/SpeedTest/895409/IntelR-UHD-Graphics
GPU,,Nvidia,GeForce 8800 GTX,330,5.73,1309,https://gpu.userbenchmark.com/SpeedTest/9271/NVIDIA-GeForce-8800-GTX
GPU,,Nvidia,Quadro FX 3700M,331,5.63,347,https://gpu.userbenchmark.com/SpeedTest/10184/NVIDIA-Quadro-FX-3700M
GPU,,Nvidia,GeForce 9800 GT,332,5.53,15396,https://gpu.userbenchmark.com/SpeedTest/7716/NVIDIA-GeForce-9800-GT
GPU,,AMD,Radeon HD 6730M,333,5.52,111,https://gpu.userbenchmark.com/SpeedTest/9168/AMD-Radeon-HD-6730M
GPU,,AMD,R7 240,334,5.52,44293,https://gpu.userbenchmark.com/SpeedTest/8608/AMD-Radeon-R7-200
GPU,,AMD,Radeon HD 7670,335,5.49,2298,https://gpu.userbenchmark.com/SpeedTest/8206/AMD-Radeon-HD-7670
GPU,,AMD,Radeon HD 6700M,336,5.48,1425,https://gpu.userbenchmark.com/SpeedTest/7769/AMD-Radeon-HD-6700M
GPU,,Intel,Iris Pro HD 5200 (V1 Mobile 1.15 GHz),337,5.45,981,https://gpu.userbenchmark.com/SpeedTest/8009/IntelR-IrisTM-Pro-Graphics-5200
GPU,,AMD,Radeon  HD 6770M,338,5.44,688,https://gpu.userbenchmark.com/SpeedTest/7746/Radeon-TM-HD-6770M
GPU,,Nvidia,GeForce GT 640M,339,5.44,2754,https://gpu.userbenchmark.com/SpeedTest/8030/NVIDIA-GeForce-GT-640M
GPU,,Intel,UHD Graphics 630 (Desktop Coffee Lake i5 i7),340,5.36,92087,https://gpu.userbenchmark.com/SpeedTest/356797/IntelR-UHD-Graphics-630
GPU,,Nvidia,Quadro 2000M,341,5.33,2721,https://gpu.userbenchmark.com/SpeedTest/7776/NVIDIA-Quadro-2000M
GPU,,ATI,FirePro V4800 (FireGL V),342,5.32,1875,https://gpu.userbenchmark.com/SpeedTest/9332/ATI-FirePro-V4800-FireGL-V
GPU,,Intel,Iris Pro HD 5200 (V2 Mobile 1.2 GHz),343,5.21,4160,https://gpu.userbenchmark.com/SpeedTest/8190/IntelR-IrisTM-Pro-Graphics-5200
GPU,,AMD,Radeon HD 5670,344,5.16,11626,https://gpu.userbenchmark.com/SpeedTest/8110/AMD-Radeon-HD-5670
GPU,,Intel,HD P530 (Server Skylake),345,5.14,3961,https://gpu.userbenchmark.com/SpeedTest/41039/IntelR-HD-Graphics-P530
GPU,,ATI,Radeon HD 3870,346,5.1,1486,https://gpu.userbenchmark.com/SpeedTest/7879/ATI-Radeon-HD-3870
GPU,,Intel,HD 630 (Desktop Kaby Lake),347,5.09,92716,https://gpu.userbenchmark.com/SpeedTest/178724/IntelR-HD-Graphics-630
GPU,,AMD,Radeon HD 7570,348,5.09,9284,https://gpu.userbenchmark.com/SpeedTest/9639/AMD-Radeon-HD-7570
GPU,,AMD,Radeon HD 8670D,349,5.08,5576,https://gpu.userbenchmark.com/SpeedTest/8025/AMD-Radeon-HD-8670D
